Date ,Trend,Index,Pulse Score 
1/16/2020,84.93494747,41.72168075,84.97923284
1/17/2020,85.80102455,42.94778866,84.81352502
1/21/2020,86.17533251,42.14711065,83.31813318
1/22/2020,85.98330526,42.2020318,77.80789755
1/23/2020,85.13041538,40.8206392,75.67783006
1/24/2020,85.12705654,41.0389299,71.32584876
1/27/2020,85.32355056,43.22016415,62.58079514
1/28/2020,85.85503768,43.92438165,63.89879167
1/29/2020,85.61652608,45.07047751,65.40720878
1/30/2020,86.57118378,45.99995539,67.00902181
1/31/2020,85.90563865,45.92858577,71.1688391
2/3/2020,85.95188667,46.24417334,81.60042948
2/4/2020,85.5303019,46.0537614,81.42417814
2/5/2020,88.30638203,48.53357718,83.14540667
2/6/2020,89.61094949,50.30053304,85.96555295
2/7/2020,90.88741798,50.59716306,87.34348752
2/10/2020,89.54203623,51.29385329,91.5774111
2/11/2020,92.20753327,52.722361,94.52358892
2/12/2020,95.74599556,54.66021366,98.08885643
2/13/2020,95.77723194,55.44249169,97.58957988
2/14/2020,98.07988624,55.88799429,97.23110259
2/17/2020,98.60321143,51.38167139,99.54706973
2/18/2020,100.2845984,52.89688204,99.32653026
2/19/2020,97.71350883,54.37612909,97.16718413
2/20/2020,97.57553994,50.2857573,95.25678789
2/21/2020,98.31781629,51.63090751,93.72597394
2/24/2020,97.49160445,51.91471329,88.08753772
2/25/2020,95.95089504,49.5703883,87.98052705
2/26/2020,94.28261328,46.00413721,88.62394284
2/27/2020,94.40666658,45.88342217,89.88826269
2/28/2020,94.44033218,45.04287753,92.24485426
3/2/2020,94.38990863,45.62219818,93.12097956
3/3/2020,94.35053642,45.20680465,92.35172206
3/4/2020,94.36273789,44.68073243,89.82041177
3/5/2020,94.17671669,46.79812432,89.77431526
