Date,Trend,Size Tilt Index,Core Index ,Income ,Credit ,Ethereum,Bitcoin,Litecoin,Polygon ,Coinbase US Equity                                                  ,Gold,NASDAQ 100,VIX Index                                                       ,S&P 500,CAN US Equity                                                   ,MARA US Equity                                                  ,HUT US Equity                                                   ,US 5yr Interest Rate Swap                                     ,Avalanche,Marathon Bond Price ,All Weather Portfolio,Financial Conditions Indicator,AAVE,Cardano,Algorand,Bitcoin Cash ,Maker 
2/1/2019,81.17609899,18.01428123,18.01428123,20.61617364,105.286204,106.6349477,3445.049891,32.53457137,0,#N/A,1317.98,7263.87,16.14,2706.53,#N/A,1.36,1.1801,2.4697,#N/A,#N/A,85.08179986,70.83815843,0,0.038488585,0,114.8389505,374.1093065
2/4/2019,81.13385126,18.01510042,18.01510042,20.65935107,105.2984794,106.0266756,3411.387962,33.69157646,0,#N/A,1312.25,7347.54,15.73,2724.87,#N/A,1.88,1.1801,2.5014,#N/A,#N/A,85.1093374,69.38533807,0,0.03742455,0,117.0091135,386.9270891
2/5/2019,81.43640252,17.83678986,17.83678986,20.39133503,105.3107192,106.1355865,3426.465011,33.90847383,0,#N/A,1315.32,7402.08,15.57,2737.7,#N/A,1.6488,1.18,2.4756,#N/A,#N/A,85.08616145,71.72664578,0,0.037602155,0,116.0603171,392.1736321
2/6/2019,81.53250946,17.76360881,17.76360881,20.37501185,105.3229406,103.3947122,3367.506365,32.49477102,0,#N/A,1306.6,7375.28,15.38,2731.61,#N/A,1.584,1.1853,2.4671,#N/A,#N/A,85.22503436,71.36966264,0,0.03633871,0,113.5080472,392.8668082
2/7/2019,79.54458542,19.04755403,19.04755403,21.31701718,105.3352261,103.2990538,3358.873599,32.76552173,0,#N/A,1310.11,7288.35,16.37,2706.05,#N/A,1.544,1.1,2.4339,#N/A,#N/A,85.26307413,71.25972565,0,0.036076101,0,113.9458926,401.1180091
2/8/2019,79.48042066,19.81513592,19.81513592,22.19109702,105.3481781,117.5014851,3612.479619,42.20376508,0,#N/A,1314.29,7298.2,15.72,2707.88,#N/A,2.06,1.11,2.413,#N/A,#N/A,84.43335062,73.27060592,0,0.040248938,0,127.7685936,429.712444
2/11/2019,79.5185686,19.92408831,19.92408831,22.13844161,105.3611999,119.7266154,3590.618484,42.51308838,0,#N/A,1308.12,7307.91,15.97,2709.8,#N/A,2.0176,0.99,2.4313,#N/A,#N/A,84.83532369,74.33031127,0,0.04131484,0,120.7387809,484.8871434
2/12/2019,79.51147245,19.5524487,19.5524487,21.94256348,105.3743393,120.8287019,3587.902466,43.4861057,0,#N/A,1310.8,7414.62,15.43,2744.73,#N/A,2.28,1.06,2.4573,#N/A,#N/A,84.87035855,74.27237093,0,0.041216708,0,121.0895334,497.6174144
2/13/2019,79.47398374,19.669593,19.669593,22.01996693,105.3875573,120.6902259,3576.085373,41.27019168,0,#N/A,1306.27,7420.38,15.65,2753.03,#N/A,2.12,1.05,2.4829,#N/A,#N/A,84.78949258,73.51228853,0,0.040741593,0,120.850884,546.772484
2/14/2019,79.48171357,19.61033819,19.61033819,21.94414314,105.4007611,119.6809132,3561.916383,41.05496053,0,#N/A,1312.57,7426.96,16.22,2745.73,#N/A,2.08,1.02,2.441,#N/A,#N/A,84.80635738,72.98055229,0,0.040073235,0,120.0404489,515.7235387
2/15/2019,80.17761809,21.87430881,21.87430881,24.01139463,105.4139666,120.3600254,3565.006924,42.03065976,0,#N/A,1322.49,7472.41,14.91,2775.6,#N/A,2.16,0.89,2.4566,#N/A,#N/A,84.79068156,72.35723241,0,0.040137516,0,119.9579555,495.0590075
2/18/2019,80.00143127,22.69268053,22.69268053,24.89284624,105.4283211,144.415396,3866.129217,47.25580178,0,#N/A,1326.89,7472.41,14.91,2775.6,#N/A,2.16,0.89,2.4599,#N/A,#N/A,85.43688198,72.35723241,0,0.045176841,0,142.3516525,569.8139739
2/19/2019,80.54124061,22.51518916,22.51518916,24.61113978,105.4443565,143.1372957,3895.435211,47.11614565,0,#N/A,1340.94,7486.77,14.88,2779.76,#N/A,2.9196,1.05,2.416,#N/A,#N/A,85.54787913,78.27459637,0,0.045910853,0,141.155107,624.3713453
2/20/2019,80.1473824,22.28417733,22.28417733,24.47476226,105.4626434,147.1921435,3931.613829,50.94105961,0,#N/A,1338.44,7489.07,14.02,2784.7,#N/A,2.82,1,2.4213,#N/A,#N/A,85.67305925,79.46059241,0,0.046963509,0,145.0180928,651.3867613
2/21/2019,80.51042505,22.59110086,22.59110086,24.7727919,105.4819984,143.6012835,3892.261794,48.21982716,0,#N/A,1323.63,7459.71,14.46,2774.88,#N/A,2.534,0.9577,2.4538,#N/A,#N/A,85.52454764,80.68738539,0,0.044479707,0,139.852307,634.1583747
2/22/2019,81.23351422,21.40190871,21.40190871,23.67282033,105.5014323,147.0633042,3948.300511,49.14366903,0,#N/A,1329.4,7527.55,13.51,2792.67,#N/A,2.9596,0.9538,2.4113,#N/A,#N/A,85.63487472,81.65116756,0,0.045671098,0,142.8720696,665.3627915
2/25/2019,81.12189793,21.34784211,21.34784211,23.69177628,105.5208698,137.9248749,3822.018697,45.39362803,0,#N/A,1327.58,7554.46,14.85,2796.11,#N/A,2.7796,0.918,2.4095,#N/A,#N/A,85.84233059,79.92207972,0,0.043466246,0,133.6193473,672.2746935
2/26/2019,81.09609982,21.37787911,21.37787911,23.72284297,105.5392243,135.7259161,3796.175068,44.57059881,0,#N/A,1328.96,7549.3,15.17,2793.9,#N/A,2.6,0.918,2.3865,#N/A,#N/A,85.67747744,78.96311851,0,0.042726954,0,131.4056412,669.5587504
2/27/2019,81.08348331,21.51932608,21.51932608,23.8866013,105.5564986,133.9967589,3799.381992,44.88031359,0,#N/A,1319.86,7554.51,14.7,2792.38,#N/A,2.56,1,2.419,#N/A,#N/A,85.65090135,80.02825999,0,0.042876692,0,130.3906596,646.7125319
2/28/2019,81.07860634,21.51604932,21.51604932,23.79076845,105.5738574,134.7547241,3792.947723,45.5048398,0,#N/A,1313.32,7532.53,14.78,2784.49,#N/A,2.532,0.9827,2.4502,#N/A,#N/A,85.67928488,79.67776875,0,0.042623827,0,129.3764823,681.1252887
3/1/2019,80.91005472,20.53247409,20.53247409,22.8708784,105.5928605,134.8645646,3810.632693,46.99521799,0,#N/A,1293.44,7595.35,13.57,2803.69,#N/A,2.5796,0.9744,2.4903,#N/A,#N/A,85.6402411,79.79395612,0,0.042967707,0,130.7553341,661.7903297
3/4/2019,80.98445734,21.89970373,21.89970373,23.89291995,105.6113292,125.1204395,3698.161855,45.51969052,0,#N/A,1286.74,7577.57,14.63,2792.81,#N/A,2.4796,1.0099,2.459,#N/A,#N/A,85.30364411,79.38899423,0,0.040098988,0,122.7742085,611.6164
3/5/2019,80.97564126,21.96960802,21.96960802,24.00770875,105.6303571,135.707659,3840.128049,52.2836276,0,#N/A,1288.01,7576.36,14.74,2789.65,#N/A,2.6,1.02,2.4705,#N/A,#N/A,85.76908127,81.07460463,0,0.042688091,0,130.8348638,679.2972876
3/6/2019,80.94596455,22.12825799,22.12825799,24.1540908,105.6493996,137.1823039,3851.998425,55.35165121,0,#N/A,1286.36,7505.92,15.74,2771.45,#N/A,2.44,0.96,2.4492,#N/A,#N/A,85.79378053,81.30735103,0,0.042470422,0,130.9935597,665.4595176
3/7/2019,80.81341454,22.13262701,22.13262701,24.24255189,105.6684455,136.1424407,3855.923168,56.44473856,0,#N/A,1285.61,7421.46,16.59,2748.93,#N/A,2.56,0.95,2.4025,#N/A,#N/A,85.82266365,81.80265158,0,0.042540636,0,129.9637197,675.2287784
3/8/2019,80.60640228,21.70419016,21.70419016,23.85184873,105.6869271,132.4414211,3839.233553,55.30881623,0,#N/A,1298.3,7408.14,16.05,2743.07,#N/A,2.5156,0.94,2.3898,#N/A,#N/A,85.7673928,81.90968493,0,0.042169438,0,126.9048462,648.6767203
3/11/2019,80.62558994,21.85246372,21.85246372,23.9887528,105.7048833,132.0801075,3851.568922,54.67341756,0,#N/A,1293.35,7558.06,14.33,2783.3,#N/A,2.47,0.9189,2.402,#N/A,#N/A,85.57700901,80.34536077,0,0.047419878,0,127.890774,649.7032172
3/12/2019,80.60720769,21.74678809,21.74678809,23.88028265,105.7217724,132.6961651,3858.914824,56.24926901,0,#N/A,1301.58,7591.03,13.77,2791.52,#N/A,2.4796,0.9031,2.36,#N/A,#N/A,85.63763432,80.25088584,0,0.047034968,0,127.5922779,651.6825397
3/13/2019,80.59708344,21.88960037,21.88960037,23.98032794,105.7386608,131.1337124,3851.957466,55.13599327,0,#N/A,1309.12,7643.41,13.41,2810.92,#N/A,2.4376,0.9095,2.3802,#N/A,#N/A,85.58790009,79.05883965,0,0.046137736,0,127.3480813,637.3176085
3/14/2019,80.76012125,22.50863564,22.50863564,24.41631475,105.7555518,131.3092826,3853.783265,55.53221384,0,#N/A,1296.17,7630.91,13.5,2808.48,#N/A,2.3796,0.9097,2.3752,#N/A,#N/A,85.62468377,79.27258384,0,0.047365841,0,131.2102024,644.1469704
3/15/2019,80.70846215,23.12630559,23.12630559,24.92338637,105.7724455,135.6029427,3901.914207,58.0737678,0,#N/A,1302.4,7688.53,12.88,2822.48,#N/A,2.4012,0.9097,2.3433,#N/A,#N/A,85.85748606,78.66291766,0,0.049648605,0,143.0191102,678.1134557
3/18/2019,80.78992058,23.17409172,23.17409172,25.02027233,105.789894,137.0632162,3969.440146,59.01480938,0,#N/A,1303.71,7714.48,13.1,2832.94,#N/A,2.4608,0.9041,2.3537,#N/A,#N/A,85.94541199,80.56667928,0,0.049769037,0,159.8455825,684.6601162
3/19/2019,80.84258476,23.24153844,23.24153844,25.10873343,105.8084148,137.9280771,3996.167904,59.17828897,0,#N/A,1306.56,7723.95,13.56,2832.57,#N/A,2.53,0.8882,2.3609,#N/A,#N/A,86.00587056,81.10181027,0,0.051763619,0,159.3349024,692.5797407
3/20/2019,80.74094676,22.75712355,22.75712355,24.69433533,105.8269551,138.6858925,4030.655276,60.11642384,0,#N/A,1312.53,7728.97,13.91,2824.23,#N/A,2.54,0.894,2.3392,#N/A,#N/A,86.06237905,81.78552844,0,0.053274787,0,157.9048879,710.1735368
3/21/2019,80.74672805,23.05667436,23.05667436,24.92865192,105.8454987,134.5865742,3976.27385,58.52024367,0,#N/A,1309.36,7838.96,13.63,2854.88,#N/A,2.4556,0.82,2.278,#N/A,#N/A,85.87280898,80.95751869,0,0.052608199,0,152.3565411,700.4005978
3/22/2019,80.62914563,22.80354437,22.80354437,24.6648483,105.8635139,135.8933679,3983.887646,59.21128863,0,#N/A,1313.68,7642.67,16.48,2800.71,#N/A,2.2948,0.781,2.176,#N/A,#N/A,85.93893789,81.39322459,0,0.057799518,0,156.3556132,728.3776082
3/25/2019,80.59721777,22.61594965,22.61594965,24.43632381,105.8820506,133.0931578,3908.238839,58.73029346,0,#N/A,1321.9,7637.54,16.33,2798.36,#N/A,1.9877,0.736,2.0889,#N/A,#N/A,85.82900327,80.54226072,0,0.058264457,0,159.3068051,691.6988307
3/26/2019,80.31124022,23.43650588,23.43650588,25.16138884,105.9005906,133.1643399,3917.763402,58.21442217,0,#N/A,1315.71,7691.52,14.68,2818.46,#N/A,2.0016,0.693,2.1274,#N/A,#N/A,85.80912841,80.39217037,0,0.061255009,0,158.4178229,679.2203605
3/27/2019,80.2973493,23.4468823,23.4468823,25.18929621,105.9191397,139.2153074,4027.007918,61.34081593,0,#N/A,1309.55,7643.38,15.15,2805.37,#N/A,2.052,0.6735,2.0836,#N/A,#N/A,86.0471538,81.79203453,0,0.066821579,0,171.1213794,700.7269664
3/28/2019,80.36403265,23.7562634,23.7562634,25.54261403,105.9372486,137.3366119,4010.937462,60.22873313,0,#N/A,1290.42,7669.17,14.43,2815.44,#N/A,2.1,0.5991,2.1391,#N/A,#N/A,86.04216216,81.48808551,0,0.065193124,0,167.3085957,678.4978271
3/29/2019,80.38770161,23.88159961,23.88159961,25.78798825,105.9558926,142.3689775,4089.46104,61.19044479,0,#N/A,1292.38,7729.32,13.71,2834.4,#N/A,2.082,0.6551,2.1692,#N/A,#N/A,86.16020288,81.33378865,0,0.07191629,0,169.9130812,707.5684624
4/1/2019,83.03192705,27.32738965,27.32738965,29.44385353,105.9741054,141.2956888,4138.417808,60.38390384,0,#N/A,1287.72,7828.91,13.4,2867.19,#N/A,2.28,0.6278,2.2563,#N/A,#N/A,86.1918019,81.90706523,0,0.072171454,0,167.2831829,711.668706
4/2/2019,82.9135,30.66368117,30.66368117,31.6285266,105.9915181,165.4668805,4903.719462,77.73140933,0,#N/A,1292.46,7848.69,13.36,2867.24,#N/A,2.712,0.7913,2.2166,#N/A,#N/A,88.07954896,85.34544203,0,0.085261572,0,239.1146027,792.3340443
4/3/2019,82.23875953,30.6011496,30.6011496,31.43317502,106.0090219,160.2395728,4960.227603,84.3089179,0,#N/A,1289.93,7895.55,13.74,2873.4,#N/A,3.04,0.8641,2.2482,#N/A,#N/A,88.63989106,87.65188303,0,0.090575322,0,296.4471582,742.4178875
4/4/2019,83.39272513,30.83352675,30.83352675,31.49846773,106.0265588,157.8657369,4911.269702,84.98697262,0,#N/A,1292.21,7891.78,13.58,2879.39,#N/A,2.6,0.754,2.2445,#N/A,#N/A,88.50546262,87.20041002,0,0.087625759,0,287.8202476,730.83901
4/5/2019,84.08356837,32.36732521,32.36732521,33.20871552,106.0440986,165.9389854,5033.225484,88.59711799,0,#N/A,1291.76,7938.69,12.82,2892.74,#N/A,2.5908,0.81,2.2298,#N/A,#N/A,88.78481056,87.31526527,0,0.090776813,0,293.505483,788.2141594
4/8/2019,83.38804999,31.87499147,31.87499147,32.8991017,106.0620769,180.7795012,5283.423025,89.31298992,0,#N/A,1297.48,7953.88,13.18,2895.77,#N/A,2.77,0.8531,2.255,#N/A,#N/A,89.44669788,88.44878345,0,0.086887258,0,309.2609883,711.178412
4/9/2019,83.94343816,32.422211,32.422211,33.43671346,106.080861,175.9578866,5195.577909,86.57394661,0,#N/A,1304.1,7909.28,14.28,2878.2,#N/A,2.71,0.84,2.2306,#N/A,#N/A,88.99619812,88.40282601,0,0.083565254,0,295.5002323,709.5681292
4/10/2019,81.96834743,30.00013653,30.00013653,31.44844509,106.1004901,177.474879,5311.741603,88.42322383,0,#N/A,1307.99,7964.24,13.3,2888.21,#N/A,3.86,1.0387,2.1892,#N/A,#N/A,89.39845093,89.94138393,0,0.089629443,0,304.6099616,718.2102602
4/11/2019,82.01988721,30.36849938,30.36849938,31.72646566,106.1205354,165.5503612,5050.666009,79.38418979,0,#N/A,1292.52,7947.36,13.02,2888.32,#N/A,3.19,0.955,2.2245,#N/A,#N/A,87.97015366,88.32213045,0,0.083088564,0,272.6773739,627.3876919
4/12/2019,81.54614157,31.37555807,31.37555807,32.40730015,106.1410022,164.8918174,5082.861432,79.09049592,0,#N/A,1290.43,7984.16,12.01,2907.41,#N/A,3.31,1.0567,2.2926,#N/A,#N/A,88.07139993,88.72927085,0,0.08297504,0,283.240302,635.4575381
4/15/2019,82.1036826,30.65112024,30.65112024,31.71593458,106.1614729,160.5574731,5042.897738,78.53450725,0,#N/A,1287.95,7976.01,12.32,2905.58,#N/A,3,0.9746,2.2886,#N/A,#N/A,87.6187655,89.22240563,0,0.081899455,0,313.5782304,630.0602136
4/16/2019,82.15711919,31.30592685,31.30592685,32.60212517,106.181552,166.6623402,5205.962957,80.88228945,0,#N/A,1276.79,8000.23,12.18,2907.06,#N/A,3.17,1.0495,2.3188,#N/A,#N/A,87.87129333,89.08705115,0,0.083306767,0,317.660598,630.121573
4/17/2019,82.38129284,31.64971397,31.64971397,32.94649157,106.201222,166.3641397,5226.352215,79.19254826,0,#N/A,1273.98,7996.08,12.6,2900.45,#N/A,2.98,1.0326,2.3183,#N/A,#N/A,88.00251274,88.75899852,0,0.082855668,0,309.381289,627.9645459
4/18/2019,82.60638998,31.45747717,31.45747717,33.15711322,106.2208957,173.5459521,5278.50234,82.05540896,0,#N/A,1275.82,7998.06,12.09,2905.03,#N/A,3.3,1.09,2.2848,#N/A,#N/A,88.2699913,89.21527514,0,0.081541858,0,306.0506433,629.0273956
4/19/2019,82.60638998,31.45747717,31.45747717,33.15711322,106.2208957,173.6527835,5289.951219,82.48042795,0,#N/A,1275.52,7998.06,12.09,2905.03,#N/A,3.3,1.09,2.2848,#N/A,#N/A,88.2699913,89.21527514,0,0.079442758,0,306.3014767,618.1594634
4/22/2019,82.88355159,32.66004942,32.66004942,34.53615847,106.2409079,171.5654147,5383.799975,76.9986292,0,#N/A,1274.99,8015.27,12.42,2907.97,#N/A,3.26,1.14,2.2935,#N/A,#N/A,88.3526486,89.2081408,0,0.078191964,0,293.0350387,602.4325364
4/23/2019,82.3435084,31.05689281,31.05689281,33.42670893,106.2609238,170.9374096,5544.862712,74.88289652,0,#N/A,1272.42,8120.82,12.28,2933.68,#N/A,3.44,1.21,2.2712,#N/A,#N/A,88.71247228,90.41578052,0,0.07427278,0,290.4935164,600.5804658
4/24/2019,80.78671742,31.26879019,31.26879019,33.43302758,106.2813396,165.1421142,5431.94792,72.96100681,0,#N/A,1275.76,8102.02,13.14,2927.25,#N/A,3.1,1.1164,2.2244,#N/A,#N/A,88.28301444,89.05682673,0,0.071738936,0,277.3853859,565.6394984
4/25/2019,81.0507202,29.78496239,29.78496239,31.98974273,106.3017592,152.0454944,5127.673167,70.50620897,0,#N/A,1277.17,8106.29,13.25,2926.17,#N/A,2.98,1.1905,2.2453,#N/A,#N/A,87.62594209,89.48287316,0,0.068440395,0,263.2224991,500.868855
4/26/2019,80.9989228,28.99771992,28.99771992,31.61852207,106.3221828,152.9609275,5150.164661,71.51414775,0,#N/A,1286.16,8133.96,12.73,2939.88,#N/A,2.74,1.0517,2.203,#N/A,#N/A,87.56318559,87.55046798,0,0.067450389,0,258.3796095,482.2281264
4/29/2019,81.09832233,30.24835138,30.24835138,32.65583369,106.3418565,152.5452088,5148.800493,66.36478264,0.00349996,#N/A,1279.9,8149.39,13.11,2943.03,#N/A,2.86,1.06,2.2215,#N/A,#N/A,87.30818337,87.47088734,0,0.063728246,0,231.5256565,512.2748103
4/30/2019,81.17744713,30.49984299,30.49984299,32.79747675,106.3607532,159.9385015,5266.618203,73.28482681,0.004381045,#N/A,1283.53,8095.39,13.12,2945.83,#N/A,2.95,1.18,2.1996,#N/A,#N/A,87.57814283,88.36498443,0,0.068918032,0,263.2204637,520.7183114
5/1/2019,81.34815213,31.07628033,31.07628033,33.50411239,106.3792668,158.2228597,5315.175329,72.49840311,0.004260111,#N/A,1276.76,8049.64,14.8,2923.73,#N/A,2.83,1.1,2.2323,#N/A,#N/A,87.64962875,87.97058798,0,0.068055368,0,267.2823239,510.1988431
5/2/2019,81.6951696,32.92027907,32.92027907,35.41813663,106.3981547,159.1916195,5393.129376,72.32015695,0.004120906,#N/A,1270.69,8036.77,14.42,2917.52,#N/A,2.93,1.0882,2.2694,#N/A,#N/A,87.81818255,88.08161976,0,0.067249335,0,265.1644031,523.0632313
5/3/2019,81.60987991,32.35967942,32.35967942,34.91843677,106.4166831,164.6954521,5658.430388,77.75430338,0.004165775,#N/A,1279.11,8164,12.87,2945.64,#N/A,2.94,1.1217,2.2496,#N/A,#N/A,88.2647787,89.12887395,0,0.068596033,0,287.6599662,519.4254238
5/6/2019,81.59315839,32.98008001,32.98008001,35.82410986,106.4348577,172.068616,5691.688374,74.37467349,0.003742054,#N/A,1281.1,8123.29,15.44,2932.47,#N/A,2.94,1.14,2.2121,#N/A,#N/A,88.13378305,88.59591315,0,0.066350494,0,286.2145219,524.7462162
5/7/2019,82.17121915,32.82634518,32.82634518,35.78040587,106.4534647,170.0501148,5825.744893,74.08976693,0.003431393,#N/A,1284.43,7963.76,19.32,2884.05,#N/A,2.85,1.17,2.1748,#N/A,#N/A,88.30011095,88.70328509,0,0.063948196,0,286.4538385,535.6103859
5/8/2019,82.58491984,33.24331335,33.24331335,36.31222553,106.4717769,169.5587642,5931.800595,73.82890098,0.003316722,#N/A,1280.88,7943.32,19.4,2879.42,#N/A,2.91,1.13,2.1984,#N/A,#N/A,88.47802424,88.88608814,0,0.064065777,0,283.5736971,524.4542556
5/9/2019,83.16939007,34.0201794,34.0201794,37.54804806,106.4893915,170.2503147,6150.140445,73.66528817,0.003128452,#N/A,1284.08,7910.59,19.1,2870.72,#N/A,2.84,1.12,2.1643,#N/A,#N/A,88.72610939,88.96654576,0,0.061395244,0,282.4922318,510.9677442
5/10/2019,86.80637705,40.56578786,40.56578786,44.56648799,106.5071097,172.221822,6357.463494,76.86544665,0.003769563,#N/A,1286.05,7916.94,16.04,2881.4,#N/A,2.92,1.2,2.1831,#N/A,#N/A,88.99732091,88.8316519,0,0.062548599,0,285.8697208,516.4066521
5/13/2019,88.61726062,43.10336824,43.10336824,47.67368388,106.5254594,195.8252031,7798.905736,87.59130202,0.008670526,#N/A,1299.91,7647.02,20.55,2811.87,#N/A,3.38,1.585,2.093,#N/A,#N/A,91.45197354,94.26396782,0,0.072833716,0,383.101732,581.2226282
5/14/2019,91.37318427,43.83572492,43.83572492,47.85850438,106.544422,218.2148057,7955.557682,91.60816583,0.007687854,#N/A,1296.92,7734.49,18.06,2834.41,#N/A,3.18,1.6011,2.0896,#N/A,#N/A,92.81274695,95.74366681,0,0.083491002,0,389.219094,618.4585308
5/15/2019,91.4169358,45.60490422,45.60490422,48.96637425,106.5651489,249.061431,8215.206838,103.0110168,0.00966762,#N/A,1296.49,7822.15,16.44,2850.96,#N/A,3.22,1.69,2.044,#N/A,#N/A,94.34534183,96.87086131,0,0.094102083,0,406.3482372,709.0538938
5/16/2019,87.67850434,40.78806166,40.78806166,44.05783671,106.5870871,263.3804702,7862.071602,95.39051979,0.010899659,#N/A,1286.72,7898.05,15.29,2876.32,#N/A,3.29,1.58,2.0629,#N/A,#N/A,94.36849038,98.3907551,0,0.087582044,0,397.0488638,661.2545206
5/17/2019,86.54024303,44.15002116,44.15002116,47.78531335,106.6092906,242.2637937,7326.920682,89.40238602,0.014466947,#N/A,1277.53,7816.29,15.96,2859.53,#N/A,2.95,1.416,2.0659,#N/A,#N/A,92.12317992,96.48489199,0,0.082620546,0,365.7480198,624.9685484
5/20/2019,86.51578287,45.08034898,45.08034898,48.69993787,106.6312303,252.4174196,7981.139379,91.71343635,0.030619193,#N/A,1277.82,7702.38,16.31,2840.23,#N/A,3.12,1.5,2.093,#N/A,#N/A,91.64408746,98.61371759,0,0.084929989,0,414.3024279,660.0351127
5/21/2019,84.90934305,44.68686427,44.68686427,48.30607538,106.6537142,256.8181622,7983.808477,91.66736182,0.029579667,#N/A,1274.68,7785.72,14.95,2864.36,#N/A,3.01,1.73,2.1116,#N/A,#N/A,91.73867883,98.958459,0,0.084885793,0,418.911962,666.8874652
5/22/2019,85.67976065,43.51187144,43.51187144,47.18188233,106.6756674,244.5505143,7667.902115,88.08172152,0.02228553,#N/A,1273.34,7750.84,14.75,2856.27,#N/A,2.97,1.73,2.0689,#N/A,#N/A,90.6103683,99.16198169,0,0.077999815,0,391.4476224,642.3062124
5/23/2019,86.13077878,46.02351078,46.02351078,49.44185263,106.6972633,245.8403849,7897.471294,89.16487708,0.027056416,#N/A,1283.45,7628.28,16.92,2822.24,#N/A,2.86,1.7,2.0035,#N/A,#N/A,91.07804509,98.10434866,0,0.080349795,0,404.6560748,652.4560753
5/24/2019,86.32782467,49.78141256,49.78141256,53.62690481,106.7188635,248.839252,7987.100368,100.2080907,0.025426416,#N/A,1284.93,7637.01,15.85,2826.06,#N/A,2.98,1.79,2.0006,#N/A,#N/A,91.70734507,99.1538052,0,0.080531261,0,408.147221,670.4334959
5/27/2019,86.084419,49.45319007,49.45319007,53.23620165,106.7439611,272.6163311,8816.786708,118.3048471,0.022421684,#N/A,1285.36,7637.01,15.85,2826.06,#N/A,2.98,1.79,2.0057,#N/A,#N/A,92.24955513,99.1538052,0,0.091660696,0,441.6823115,768.8124771
5/28/2019,85.80167722,50.01979711,50.01979711,53.46893857,106.7722778,271.2234985,8719.125848,114.6328855,0.023537662,#N/A,1279.33,7607.35,17.5,2802.39,#N/A,2.96,1.902,1.9473,#N/A,#N/A,92.12778518,103.2359994,0,0.09294089,0,433.2049025,762.3824802
5/29/2019,83.91437837,50.83680352,50.83680352,54.01128932,106.8027838,269.3278109,8655.488506,115.1332838,0.022207995,#N/A,1279.78,7547.31,17.9,2783.02,#N/A,2.84,1.8167,1.9524,#N/A,#N/A,92.08193994,105.407458,0,0.091100084,0,454.4172957,767.2442421
5/30/2019,85.3848856,48.08131835,48.08131835,51.5322725,106.8347261,254.2942018,8271.621963,107.7600773,0.019643043,#N/A,1288.65,7567.72,17.3,2788.86,#N/A,2.92,1.77,1.9045,#N/A,#N/A,91.36779579,107.0393333,0,0.083938676,0,422.3333062,719.6787271
5/31/2019,82.75061751,47.70722117,47.70722117,51.30690734,106.8671253,266.5739226,8556.222186,114.0889755,0.022325834,#N/A,1305.58,7453.15,18.71,2752.06,#N/A,2.73,1.69,1.7972,#N/A,#N/A,91.71790414,107.1832482,0,0.089254979,0,443.0015477,721.2626214
6/3/2019,81.08641826,45.31463758,45.31463758,48.68098192,106.8966403,251.0577586,8173.401271,106.4504724,0.01951433,#N/A,1325.31,7333.02,18.86,2744.45,#N/A,2.47,1.6673,1.715,#N/A,#N/A,89.98864612,107.0255109,0,0.088444464,0,404.9896624,670.7164904
6/4/2019,81.46067139,43.97498737,43.97498737,47.15660773,106.9234855,239.4570409,7649.939332,101.2519092,0.02090472,#N/A,1325.52,7527.12,16.97,2803.27,#N/A,2.16,1.38,1.7831,#N/A,#N/A,88.67416305,102.8668003,0,0.081517408,0,381.5105452,657.5338613
6/5/2019,81.56114582,44.11124613,44.11124613,47.26665754,106.9478907,246.3376002,7798.544466,103.9599345,0.022763108,#N/A,1330.32,7575.48,16.09,2826.15,#N/A,2.2,1.5047,1.7722,#N/A,#N/A,88.9333171,100.4865357,0,0.082700397,0,397.8406161,696.6941178
6/6/2019,81.81016368,45.86294936,45.86294936,48.83736849,106.9705688,247.4887542,7776.713326,111.5901199,0.02326994,#N/A,1335.33,7615.55,15.93,2843.49,#N/A,2.02,1.46,1.7916,#N/A,#N/A,89.08987143,98.06437737,0,0.083296431,0,395.0741877,726.7664882
6/7/2019,82.82119514,46.15976953,46.15976953,48.86896174,106.9925343,250.2259096,8023.950093,118.0503068,0.024492207,#N/A,1340.86,7742.1,16.3,2873.34,#N/A,2.15,1.6488,1.7642,#N/A,#N/A,89.57061965,98.02516392,0,0.085582578,0,401.1466585,759.0048529
6/10/2019,82.61682354,45.50277842,45.50277842,48.03911244,107.0142168,246.7463252,7993.302539,129.1225361,0.027183482,#N/A,1327.98,7823.17,15.94,2886.73,#N/A,2.11,1.57,1.8163,#N/A,#N/A,90.10106633,97.06708514,0,0.085202364,0,393.562927,719.365932
6/11/2019,83.39364666,47.26431195,47.26431195,49.57823015,107.0358799,245.8009109,7922.483627,136.3609914,0.023786799,#N/A,1326.84,7822.57,15.99,2885.72,#N/A,2.06,1.48,1.8063,#N/A,#N/A,89.91727487,96.12508221,0,0.087948372,0,389.0587909,710.7178244
6/12/2019,83.27939659,48.08404899,48.08404899,50.51812926,107.0572468,259.6566401,8146.756125,134.8055359,0.023675442,#N/A,1333.58,7792.72,15.91,2879.84,#N/A,2.07,1.66,1.7583,#N/A,#N/A,90.58626239,97.62378239,0,0.095976553,0,394.6955113,733.0517764
6/13/2019,84.07181921,48.54061139,48.54061139,51.55544088,107.079107,255.3363004,8232.777341,131.2593053,0.022982236,#N/A,1342.31,7837.13,15.82,2891.64,#N/A,2.18,1.7118,1.708,#N/A,#N/A,90.59142935,97.8984892,0,0.089812528,0,412.7502198,713.8329448
