,asset,time,HashRate,ReferenceRateUSD
233,btc,2014-08-22 00:00:00+00:00,186096.021366778,519.307852133255
234,btc,2014-08-23 00:00:00+00:00,192022.646251071,516.159368790181
235,btc,2014-08-24 00:00:00+00:00,173057.446621335,497.12575949737
236,btc,2014-08-25 00:00:00+00:00,162389.521829609,508.430741963764
237,btc,2014-08-26 00:00:00+00:00,205061.220996514,501.610286674459
238,btc,2014-08-27 00:00:00+00:00,200319.92108908,511.852321741672
239,btc,2014-08-28 00:00:00+00:00,205061.220996514,510.162323787259
240,btc,2014-08-29 00:00:00+00:00,201505.246065938,506.285151665693
241,btc,2014-08-30 00:00:00+00:00,215729.14578824,508.866571887785
242,btc,2014-08-31 00:00:00+00:00,224266.372936306,501.275723261251
243,btc,2014-09-01 00:00:00+00:00,185433.910730305,478.511425482174
244,btc,2014-09-02 00:00:00+00:00,200432.241745256,474.541489772063
245,btc,2014-09-03 00:00:00+00:00,230428.903775158,474.430670660433
246,btc,2014-09-04 00:00:00+00:00,215430.572760207,473.95920338983
247,btc,2014-09-05 00:00:00+00:00,197705.27246981,489.555201344243
248,btc,2014-09-06 00:00:00+00:00,244063.750152386,478.749782875511
249,btc,2014-09-07 00:00:00+00:00,211340.118847038,480.64249181765
250,btc,2014-09-08 00:00:00+00:00,196341.787832087,478.36550087668
251,btc,2014-09-09 00:00:00+00:00,199068.757107533,468.975495908825
252,btc,2014-09-10 00:00:00+00:00,214067.088122484,473.51202717709
253,btc,2014-09-11 00:00:00+00:00,231792.388412881,477.778417592051
254,btc,2014-09-12 00:00:00+00:00,209976.634209315,477.270682057276
255,btc,2014-09-13 00:00:00+00:00,250729.580909984,473.997282291058
256,btc,2014-09-14 00:00:00+00:00,234289.364098999,477.960973991818
257,btc,2014-09-15 00:00:00+00:00,234289.364098999,475.648063997662
258,btc,2014-09-16 00:00:00+00:00,253566.337094486,472.655629748685
259,btc,2014-09-17 00:00:00+00:00,275808.998243125,464.177754529515
260,btc,2014-09-18 00:00:00+00:00,265429.089707094,456.339891291642
261,btc,2014-09-19 00:00:00+00:00,253566.337094486,426.880106954997
262,btc,2014-09-20 00:00:00+00:00,260980.557477366,393.893890707189
263,btc,2014-09-21 00:00:00+00:00,243186.428558455,411.041342781999
264,btc,2014-09-22 00:00:00+00:00,249117.804864759,400.404530683811
265,btc,2014-09-23 00:00:00+00:00,222426.611486392,400.881622150789
266,btc,2014-09-24 00:00:00+00:00,231323.675945848,438.491800993571
267,btc,2014-09-25 00:00:00+00:00,261293.984719224,423.700091759205
268,btc,2014-09-26 00:00:00+00:00,230885.863009396,409.537749853887
269,btc,2014-09-27 00:00:00+00:00,230885.863009396,405.298251899474
270,btc,2014-09-28 00:00:00+00:00,223993.747695683,400.599334599649
271,btc,2014-09-29 00:00:00+00:00,236054.949494681,375.549989772063
272,btc,2014-09-30 00:00:00+00:00,263623.410749534,373.0645578609
273,btc,2014-10-01 00:00:00+00:00,267069.468406391,389.264040411455
274,btc,2014-10-02 00:00:00+00:00,237777.97832311,382.909365867914
275,btc,2014-10-03 00:00:00+00:00,251562.208950536,372.525699006429
276,btc,2014-10-04 00:00:00+00:00,265346.439577962,357.665713617767
277,btc,2014-10-05 00:00:00+00:00,291191.872004387,328.826113091759
278,btc,2014-10-06 00:00:00+00:00,277407.641376961,322.826261542957
279,btc,2014-10-07 00:00:00+00:00,230885.863009396,326.803532729398
280,btc,2014-10-08 00:00:00+00:00,248116.151293679,333.570194915254
281,btc,2014-10-09 00:00:00+00:00,255805.104174852,354.407334307423
282,btc,2014-10-10 00:00:00+00:00,269697.336979929,361.716424897721
283,btc,2014-10-11 00:00:00+00:00,250557.52596845,358.890390810053
284,btc,2014-10-12 00:00:00+00:00,257517.457245351,361.908376972531
285,btc,2014-10-13 00:00:00+00:00,269697.336979929,377.871243717124
286,btc,2014-10-14 00:00:00+00:00,229677.732137746,391.994208942139
287,btc,2014-10-15 00:00:00+00:00,262737.405703027,400.880592054354
288,btc,2014-10-16 00:00:00+00:00,257517.457245351,394.625879894798
289,btc,2014-10-17 00:00:00+00:00,247077.560329999,382.321476329632
290,btc,2014-10-18 00:00:00+00:00,285357.182352957,382.200789596727
291,btc,2014-10-19 00:00:00+00:00,231417.714956971,391.293177089421
292,btc,2014-10-20 00:00:00+00:00,238377.646233873,388.684497954413
293,btc,2014-10-21 00:00:00+00:00,266217.371341478,381.190858562244
294,btc,2014-10-22 00:00:00+00:00,276657.26825683,385.204633541204
295,btc,2014-10-23 00:00:00+00:00,267771.331001111,380.778763296318
296,btc,2014-10-24 00:00:00+00:00,284428.084979115,357.344793103448
297,btc,2014-10-25 00:00:00+00:00,277272.661457628,357.48843395675
298,btc,2014-10-26 00:00:00+00:00,223606.985046474,345.811246639392
299,btc,2014-10-27 00:00:00+00:00,284428.084979115,353.081956165985
300,btc,2014-10-28 00:00:00+00:00,246862.111491307,350.015711864407
301,btc,2014-10-29 00:00:00+00:00,277272.661457628,354.653805084746
